Institute,State,Inst. Type,Dept.,OPD,IPD,Beds,Bed Occ.,Histopath,Cytopath,Hematology,Clin. Path.,Biochem,C&S,Serology,X-Rays,USG,CT,MRI,Major OT,Minor OT,Emerg. OT
"JJM Medical College, Davangere",Karnataka,Private,MD PHYSIOLOGY,108050,9439,1930,1607,855,199,331317,152526,295506,2118,3838,13929,6123,1845,560,0,0,0
"JJM Medical College, Davangere",Karnataka,Private,MD PSYCHIATRY,2870,64,40,31,0,0,3633,2038,8251,0,87,45,58,14,14,0,0,0
"JJM Medical College, Davangere",Karnataka,Private,MD PULMONARY MEDICINE,2603,359,50,35,6,1,2909,4377,16795,187,11,431,183,58,44,0,0,0
"JJM Medical College, Davangere",Karnataka,Private,MD RADIODIAGNOSIS,108050,9439,1930,1607,855,199,331317,152526,295506,2118,3838,13929,6123,2120,560,0,0,0
"JJM Medical College, Davangere",Karnataka,Private,MS ENT,8684,580,120,93,116,56,5471,4694,4298,145,96,1943,392,201,23,193,186,15
"JJM Medical College, Davangere",Karnataka,Private,MS GENERAL SURGERY,12119,1037,320,256,236,119,29976,6114,56276,257,416,2372,749,162,131,256,2350,87
"JJM Medical College, Davangere",Karnataka,Private,MS OBG,14588,1907,320,252,150,5,32009,15637,42318,196,1716,111,1944,9,15,881,511,437
"JJM Medical College, Davangere",Karnataka,Private,MS OPHTHALMOLOGY,9450,453,160,127,4,0,4622,1263,7283,105,112,64,0,0,3,316,71,4
"JJM Medical College, Davangere",Karnataka,Private,MS ORTHOPAEDICS,12559,436,200,162,4,2,6709,4031,19917,179,163,2381,278,186,73,116,10,13
"JMN Medical College, Nadia",West Bengal,Private,MBBS OVERALL,21367,10221,400,381,89,233,243,34510,3442,3107,1970,1724,862,651,201,3846,2052,5228
"JMN Medical College, Nadia",West Bengal,Private,MD DERMATOLOGY,647,310,12,12,2,5,5,690,69,62,39,0,0,0,0,0,0,0
"JMN Medical College, Nadia",West Bengal,Private,MD GENERAL MEDICINE,6233,2986,117,111,26,69,71,10066,1025,907,591,546,296,218,70,0,0,0
"JMN Medical College, Nadia",West Bengal,Private,MD PAEDIATRICS,1554,743,29,28,6,17,18,2509,250,226,202,125,63,47,15,0,0,0
"JMN Medical College, Nadia",West Bengal,Private,MD PSYCHIATRY,647,310,12,12,2,5,5,700,70,63,40,6,0,8,1,0,0,0
"JMN Medical College, Nadia",West Bengal,Private,MS ENT,647,310,12,12,6,8,9,1208,120,109,69,12,1,0,0,461,246,627
"JMN Medical College, Nadia",West Bengal,Private,MS GENERAL SURGERY,5806,2777,109,104,25,63,67,9583,900,863,551,513,310,205,66,1348,720,1833
"JMN Medical College, Nadia",West Bengal,Private,MS OBG,3560,1703,67,63,15,39,40,5749,574,518,328,288,182,108,34,961,513,1308
"JMN Medical College, Nadia",West Bengal,Private,MS OPHTHALMOLOGY,657,310,12,12,4,9,10,1166,139,125,68,14,26,15,1,307,164,418
"JMN Medical College, Nadia",West Bengal,Private,MS ORTHOPAEDICS,1618,774,30,29,7,18,18,2612,261,235,149,219,82,49,15,769,410,1046
"JSS Medical College, Mysore",Karnataka,Deemed,DM CARDIOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,64,19
"JSS Medical College, Mysore",Karnataka,Deemed,MBBS OVERALL,64125,6029,1201,994,823,527,117015,43044,144619,2673,7987,6786,4652,1218,728,0,0,0
"JSS Medical College, Mysore",Karnataka,Deemed,MCH SURGICAL GASTROENTEROLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3
"JSS Medical College, Mysore",Karnataka,Deemed,MCh NEURO SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,36,19
"JSS Medical College, Mysore",Karnataka,Deemed,MCh PLASTIC SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,141,21
"JSS Medical College, Mysore",Karnataka,Deemed,MCh UROLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,84,3
"JSS Medical College, Mysore",Karnataka,Deemed,MD DERMATOLOGY,5010,142,30,24,84,12,2134,1116,1001,24,53,10,13,0,0,0,0,0
"JSS Medical College, Mysore",Karnataka,Deemed,MD GENERAL MEDICINE,7985,1055,225,174,38,93,24728,11506,34594,492,1488,974,832,99,70,0,0,0
"JSS Medical College, Mysore",Karnataka,Deemed,MD PAEDIATRICS,4362,608,125,100,3,17,9757,3971,8435,542,374,362,225,11,27,0,0,0
"JSS Medical College, Mysore",Karnataka,Deemed,MD PSYCHIATRY,1580,94,20,16,0,0,895,188,838,2,25,6,11,12,2,0,0,0
"JSS Medical College, Mysore",Karnataka,Deemed,MS ENT,3538,172,36,28,66,25,2145,160,1339,48,284,148,51,64,8,72,256,2
"JSS Medical College, Mysore",Karnataka,Deemed,MS GENERAL SURGERY,6019,951,200,156,137,46,6057,2883,8391,223,790,408,523,47,18,292,387,58
"JSS Medical College, Mysore",Karnataka,Deemed,MS OBG,4590,591,125,97,136,148,6652,4272,5137,93,725,74,689,2,9,84,84,76
"JSS Medical College, Mysore",Karnataka,Deemed,MS OPHTHALMOLOGY,2797,163,30,27,4,0,197,12,132,3,70,9,1,5,1,150,133,3
"JSS Medical College, Mysore",Karnataka,Deemed,MS ORTHOPAEDICS,4618,474,100,78,14,5,3722,659,2804,54,429,1494,116,63,91,185,251,10
"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College (JGMMMC), Hubballi",Karnataka,Deemed,MBBS OVERALL,24263,1751,605,504,105,3284,9912,3245,12170,352,7057,7667,2957,869,766,0,0,0
"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College (JGMMMC), Hubballi",Karnataka,Deemed,MD DERMATOLOGY,1895,100,10,7,0,0,1,2,61,0,0,0,0,0,0,0,0,0
"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College (JGMMMC), Hubballi",Karnataka,Deemed,MD GENERAL MEDICINE,3538,399,150,132,0,854,5055,1590,6280,204,1976,1917,236,166,345,0,0,0
"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College (JGMMMC), Hubballi",Karnataka,Deemed,MD PAEDIATRICS,1912,175,75,63,0,164,1685,454,1217,24,424,154,36,7,6,0,0,0
"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College (JGMMMC), Hubballi",Karnataka,Deemed,MD PSYCHIATRY,1106,37,15,13,0,0,2,4,49,0,0,0,0,0,0,0,0,0
"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College (JGMMMC), Hubballi",Karnataka,Deemed,MS ENT,1958,100,20,16,1,197,376,50,182,0,494,1226,10,69,0,60,117,9
"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College (JGMMMC), Hubballi",Karnataka,Deemed,MS GENERAL SURGERY,3167,371,150,134,51,1839,2082,552,2312,102,1906,152,1034,325,38,103,207,28
"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College (JGMMMC), Hubballi",Karnataka,Deemed,MS OBG,2289,184,75,62,46,131,396,519,1460,7,1129,13,1641,14,0,112,182,19
"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College (JGMMMC), Hubballi",Karnataka,Deemed,MS OPHTHALMOLOGY,2031,101,20,17,0,0,19,9,243,0,424,1,0,0,0,89,114,2
"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College (JGMMMC), Hubballi",Karnataka,Deemed,MS ORTHOPAEDICS,2166,183,60,49,7,99,297,64,365,14,706,4203,0,289,377,73,175,74
"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",West Bengal,Private,DM CARDIOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,2
"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",West Bengal,Private,DM INTERVENTIONAL RADIOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,2
"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",West Bengal,Private,DM PAEDIATRIC & NEONATAL ANAESTHESIA,4826,289,100,84,28,40,3660,451,3350,269,308,372,85,28,12,0,0,0
"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",West Bengal,Private,MBBS OVERALL,40679,2591,830,716,518,813,60774,7718,61241,3958,4197,5190,2288,545,223,789,1444,40
"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",West Bengal,Private,MCh CARIO THORASIC SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,1
"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",West Bengal,Private,MCh NEURO SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",West Bengal,Private,MCh PAEDIATRIC SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,59,2
"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",West Bengal,Private,MCh UROLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,24,3
"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",West Bengal,Private,MD DERMATOLOGY,2357,124,30,25,11,10,898,54,891,118,92,86,16,1,5,0,47,0
"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",West Bengal,Private,MD GENERAL MEDICINE,7801,552,220,185,45,157,23451,2877,29266,1450,1973,1681,958,191,60,0,0,0
"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",West Bengal,Private,MD PSYCHIATRY,1853,72,20,17,0,0,773,27,822,122,64,56,20,25,10,0,0,0
"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",West Bengal,Private,MS ENT,2089,170,30,25,53,20,1810,140,1685,126,71,228,44,32,9,49,120,3
"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",West Bengal,Private,MS GENERAL SURGERY,7178,393,150,127,210,136,7760,1239,8170,410,335,849,672,31,11,153,695,14
"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",West Bengal,Private,MS OBG,5826,538,100,83,103,106,4454,1569,4207,706,359,345,320,18,5,121,204,5
"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",West Bengal,Private,MS OPHTHALMOLOGY,2106,163,30,25,1,0,812,51,883,121,84,48,17,43,17,12,115,2
"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",West Bengal,Private,MS ORTHOPAEDICS,5003,290,90,76,47,82,4589,383,4497,214,319,903,50,54,31,127,173,5
"Jaipur National University Institute of Medical Sciences & Research Centre, Jaipur",Rajasthan,Private,DENTISTRY,1406,0,0,0,0,1,13,2,7,0,3,20,0,1,0,0,0,0
"Jaipur National University Institute of Medical Sciences & Research Centre, Jaipur",Rajasthan,Private,MBBS OVERALL,46256,21368,807,702,730,665,14901,7070,15978,1769,5412,9378,3199,826,392,0,0,0
"Jaipur National University Institute of Medical Sciences & Research Centre, Jaipur",Rajasthan,Private,MD DERMATOLOGY,2914,792,30,26,69,3,462,312,478,11,67,296,8,2,1,0,0,0
"Jaipur National University Institute of Medical Sciences & Research Centre, Jaipur",Rajasthan,Private,MD EMERGENCY MEDICINE,3665,782,30,26,0,6,752,519,986,48,414,965,44,67,4,0,0,0
"Jaipur National University Institute of Medical Sciences & Research Centre, Jaipur",Rajasthan,Private,MD GENERAL MEDICINE,7370,4390,166,144,25,82,4937,1512,5634,641,1202,1720,1021,350,161,0,0,0
"Jaipur National University Institute of Medical Sciences & Research Centre, Jaipur",Rajasthan,Private,MD PAEDIATRICS,3560,2710,103,89,4,14,1198,519,1177,360,384,657,194,22,33,0,0,0
"Jaipur National University Institute of Medical Sciences & Research Centre, Jaipur",Rajasthan,Private,MD PSYCHIATRY,2648,790,30,26,0,1,431,308,464,20,79,304,13,6,9,0,0,0
"Jaipur National University Institute of Medical Sciences & Research Centre, Jaipur",Rajasthan,Private,MD PULMONARY MEDICINE,2676,980,35,32,5,37,885,414,1145,283,213,727,126,118,6,0,0,0
"Jaipur National University Institute of Medical Sciences & Research Centre, Jaipur",Rajasthan,Private,MS ENT,2898,792,30,26,25,24,580,340,580,57,288,478,40,54,7,85,279,52
"Jaipur National University Institute of Medical Sciences & Research Centre, Jaipur",Rajasthan,Private,MS GENERAL SURGERY,6139,4282,164,141,347,256,2171,1000,2341,156,998,1585,512,172,93,408,727,162
"Jaipur National University Institute of Medical Sciences & Research Centre, Jaipur",Rajasthan,Private,MS OBG,5496,2675,98,88,241,237,1963,1230,1681,156,1003,500,1181,11,19,258,341,150
"Jaipur National University Institute of Medical Sciences & Research Centre, Jaipur",Rajasthan,Private,MS OPHTHALMOLOGY,3152,790,30,26,2,2,583,543,596,4,303,462,28,3,1,113,237,24
"Jaipur National University Institute of Medical Sciences & Research Centre, Jaipur",Rajasthan,Private,MS ORTHOPAEDICS,4332,2384,91,78,12,3,925,372,888,32,459,1664,31,21,57,173,340,83
"Jalpaiguri Government Medical College, Jalpaiguri",West Bengal,Govt,MBBS OVERALL,47733,4939,1200,1042,116,1154,12474,1454,36832,0,3720,3389,1476,1146,0,0,0,0
"Jalpaiguri Government Medical College, Jalpaiguri",West Bengal,Govt,MD DERMATOLOGY,2297,5,20,26,0,0,3,0,409,56,11,34,1,1,0,0,0,0
"Jalpaiguri Government Medical College, Jalpaiguri",West Bengal,Govt,MD GENERAL MEDICINE,9723,2156,200,92,0,0,119,15,19317,0,378,712,447,411,0,0,0,0
"Jalpaiguri Government Medical College, Jalpaiguri",West Bengal,Govt,MD PAEDIATRICS,3074,583,90,73,0,1,43,10,6761,0,133,688,121,59,0,0,0,0
"Jalpaiguri Government Medical College, Jalpaiguri",West Bengal,Govt,MD PSYCHIATRY,1076,2,20,2,0,0,1,0,426,0,5,119,1,21,0,0,0,0
"Jalpaiguri Government Medical College, Jalpaiguri",West Bengal,Govt,MS ENT,2354,98,38,26,0,0,10,0,1614,0,34,196,32,105,0,12,31,4
"Jalpaiguri Government Medical College, Jalpaiguri",West Bengal,Govt,MS GENERAL SURGERY,2363,1067,100,89,0,18,51,6,8604,0,180,387,368,464,0,82,85,13
"Jalpaiguri Government Medical College, Jalpaiguri",West Bengal,Govt,MS OBG,1685,5944,330,291,0,7,54,32,8229,1148,188,44,537,153,0,428,35,398
"Jalpaiguri Government Medical College, Jalpaiguri",West Bengal,Govt,MS OPHTHALMOLOGY,3213,312,38,26,0,0,18,0,1928,0,44,29,17,2,0,288,24,21
"Jalpaiguri Government Medical College, Jalpaiguri",West Bengal,Govt,MS ORTHOPAEDICS,2709,136,120,107,0,0,12,0,2105,0,46,952,18,17,0,31,91,5
"Jannayak Karpoori Thakur Medical College & Hospital, Madhupur",Bihar,Govt,MBBS OVERALL,14476,3010,500,331,8,91,3889,5589,47934,43,4198,3697,0,1007,0,0,0,0
"Jannayak Karpoori Thakur Medical College & Hospital, Madhupur",Bihar,Govt,MD DERMATOLOGY,1522,0,10,0,0,0,25,0,37,0,2,0,0,0,0,0,0,0
"Jannayak Karpoori Thakur Medical College & Hospital, Madhupur",Bihar,Govt,MD GENERAL MEDICINE,2867,541,120,46,0,8,0,0,0,0,0,0,0,1000,0,0,0,0
"Jannayak Karpoori Thakur Medical College & Hospital, Madhupur",Bihar,Govt,MD PAEDIATRICS,1592,119,60,30,0,1,177,0,91,9,80,93,0,45,0,0,0,0
"Jannayak Karpoori Thakur Medical College & Hospital, Madhupur",Bihar,Govt,MD PSYCHIATRY,370,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jannayak Karpoori Thakur Medical College & Hospital, Madhupur",Bihar,Govt,MS ENT,1255,0,20,0,0,22,14,0,0,0,0,27,0,13,0,0,90,0
"Jannayak Karpoori Thakur Medical College & Hospital, Madhupur",Bihar,Govt,MS GENERAL SURGERY,2106,114,120,49,5,40,0,0,0,2,0,0,0,0,0,54,31,593
"Jannayak Karpoori Thakur Medical College & Hospital, Madhupur",Bihar,Govt,MS OBG,1664,103,60,49,4,38,41,0,37,18,41,7,6,0,0,30,7,90
"Jannayak Karpoori Thakur Medical College & Hospital, Madhupur",Bihar,Govt,MS OPHTHALMOLOGY,1095,9,20,4,0,0,0,0,0,0,0,0,0,0,0,6,56,0
"Jannayak Karpoori Thakur Medical College & Hospital, Madhupur",Bihar,Govt,MS ORTHOPAEDICS,3045,105,60,32,0,0,0,0,0,0,0,0,0,0,0,28,499,0
"Jawaharlal Nehru Institute of Medical Sciences, Porompet, Imphal",Manipur,Govt,MBBS OVERALL,24428,1707,771,11011,210,370,21754,5995,36242,2208,4844,3576,2310,804,194,276,176,231
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,DENTISTRY,2073,1,4,1,2,2,6,0,15,0,10,1787,0,4,0,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,DM CARDIOLOGY,9202,554,72,89,0,0,0,59,59,0,0,44,0,89,3,396,16,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,DM MEDICAL GASTROENTEROLOGY,1002,165,30,30,28,4,479,2,678,42,186,172,79,19,2,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MBBS OVERALL,120910,9466,1428,1241,686,414,96468,17339,184767,1253,12765,18697,2810,1903,454,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MCh NEURO SURGERY,471,92,24,22,7,0,191,0,196,12,184,68,26,240,38,15,4,14
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MCh PAEDIATRIC SURGERY,422,71,20,20,11,3,211,0,197,23,62,115,113,12,11,48,20,21
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MCh PLASTIC SURGERY,169,8,20,36,2,0,33,29,33,9,31,29,1,0,0,8,4,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MCh UROLOGY,1334,134,30,30,46,0,337,12,406,20,158,551,207,58,38,99,33,10
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MD ANAESTHESIOLOGY,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1915,2260,700
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MD BIOCHEMISTRY,0,0,0,0,0,0,0,0,176433,0,0,0,0,0,0,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MD COMMUNITY MEDICINE,6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MD DERMATOLOGY,12315,277,30,22,0,12,3270,22,3763,20,3013,16,17,0,0,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MD EMERGENCY MEDICINE,14875,1150,40,40,0,0,1150,0,1150,0,0,371,26,278,0,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MD FORENSIC MEDICINE,645,0,0,0,12,0,120,120,120,0,0,208,11,0,0,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MD GENERAL MEDICINE,19076,1152,240,96,4,14,7802,301,12554,400,4376,5842,681,504,99,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MD MICROBIOLOGY,0,0,0,0,0,0,0,0,0,1259,14669,0,0,0,0,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MD PAEDIATRICS,9428,1481,150,135,0,100,6214,6313,6513,557,634,813,160,67,144,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MD PALLIATIVE MEDICINE,160,62,40,6,0,0,138,0,203,0,94,205,30,0,13,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MD PATHOLOGY,0,0,0,0,572,382,88167,17339,0,0,0,0,0,0,0,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MD PHYSICAL MEDICINE & REHABILITATION,1613,25,20,18,0,1,54,50,46,0,4,165,20,0,4,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MD PSYCHIATRY,4021,82,36,32,0,0,341,24,335,3,22,126,38,87,48,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MD PULMONARY MEDICINE,4376,256,80,86,25,1372,6166,319,22050,1088,192,1366,304,63,16,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MD RADIODIAGNOSIS,0,0,0,0,0,0,0,0,0,0,0,18697,2810,1903,454,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MD RADIOTHERAPY,847,173,20,432,10,8,619,0,300,0,0,184,246,157,4,0,0,0
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MS ENT,6511,140,40,106,109,73,1220,13,977,22,408,210,64,65,8,139,373,15
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MS GENERAL SURGERY,7777,540,240,81,181,113,2343,449,2343,389,574,3546,1124,106,40,341,1802,208
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MS OBG,4840,1784,300,238,116,51,4864,1930,28309,30,979,296,1178,1,3,236,441,356
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MS OPHTHALMOLOGY,7219,548,60,50,1,0,3831,937,3679,1,2257,3,3,0,1,472,429,3
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,Govt,MS ORTHOPAEDICS,9966,224,120,57,7,4,3986,36,3986,37,1220,5092,13,35,54,176,453,74
"Jawaharlal Nehru Medical College, Aligarh",Uttar Pradesh,Govt,MBBS OVERALL,78662,9207,35831,25998,884,959,6374,5606,752,507,3315,18185,4749,1890,716,1205,426,337
"Jawaharlal Nehru Medical College, Aligarh",Uttar Pradesh,Govt,MD DERMATOLOGY,7101,477,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jawaharlal Nehru Medical College, Aligarh",Uttar Pradesh,Govt,MD GENERAL MEDICINE,11285,4338,180,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jawaharlal Nehru Medical College, Aligarh",Uttar Pradesh,Govt,MD PAEDIATRICS,4786,1102,160,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jawaharlal Nehru Medical College, Aligarh",Uttar Pradesh,Govt,MD PSYCHIATRY,3038,275,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jawaharlal Nehru Medical College, Aligarh",Uttar Pradesh,Govt,MS ENT,6031,776,36,26,0,0,0,0,0,0,0,0,0,0,0,75,13,10
"Jawaharlal Nehru Medical College, Aligarh",Uttar Pradesh,Govt,MS GENERAL SURGERY,5443,735,140,122,0,0,0,0,0,0,0,0,0,0,0,185,189,62
"Jawaharlal Nehru Medical College, Aligarh",Uttar Pradesh,Govt,MS OBG,6670,953,160,160,0,0,0,0,0,0,0,0,0,0,0,374,461,348
"Jawaharlal Nehru Medical College, Aligarh",Uttar Pradesh,Govt,MS OPHTHALMOLOGY,4943,478,100,16,0,0,0,0,0,0,0,0,0,0,0,269,199,4
"Jawaharlal Nehru Medical College, Aligarh",Uttar Pradesh,Govt,MS ORTHOPAEDICS,8193,408,120,94,0,0,0,0,0,0,0,0,0,0,0,110,165,155
"Jawaharlal Nehru Medical College, Belgaum",Karnataka,Deemed,MBBS OVERALL,64204,5196,1108,939,1274,825,18933,4511,19646,4758,11758,7616,4788,1290,774,1090,1488,282
"Jawaharlal Nehru Medical College, Belgaum",Karnataka,Deemed,MD DERMATOLOGY,4682,131,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jawaharlal Nehru Medical College, Belgaum",Karnataka,Deemed,MD GENERAL MEDICINE,8508,1310,220,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jawaharlal Nehru Medical College, Belgaum",Karnataka,Deemed,MD PAEDIATRICS,8456,1090,160,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jawaharlal Nehru Medical College, Belgaum",Karnataka,Deemed,MD PSYCHIATRY,3790,198,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jawaharlal Nehru Medical College, Belgaum",Karnataka,Deemed,MD PULMONARY MEDICINE,4280,144,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jawaharlal Nehru Medical College, Belgaum",Karnataka,Deemed,MS ENT,6072,368,78,63,0,0,0,0,0,0,0,0,0,0,0,95,254,6
"Jawaharlal Nehru Medical College, Belgaum",Karnataka,Deemed,MS GENERAL SURGERY,8137,707,180,147,0,0,0,0,0,0,0,0,0,0,0,213,441,36
"Jawaharlal Nehru Medical College, Belgaum",Karnataka,Deemed,MS OBG,7667,993,160,129,0,0,0,0,0,0,0,0,0,0,0,299,204,224
"Jawaharlal Nehru Medical College, Belgaum",Karnataka,Deemed,MS OPHTHALMOLOGY,6530,546,90,74,0,0,0,0,0,0,0,0,0,0,0,358,392,4
"Jawaharlal Nehru Medical College, Belgaum",Karnataka,Deemed,MS ORTHOPAEDICS,6079,241,80,66,0,0,0,0,0,0,0,0,0,0,0,125,198,12
"Jawaharlal Nehru Medical College, Bhagalpur",Bihar,Govt,MBBS OVERALL,46781,4641,821,738,140,223,103343,9683,59056,418,14164,6602,4176,504,269,831,2789,1808
"Jawaharlal Nehru Medical College, Bhagalpur",Bihar,Govt,MD DERMATOLOGY,3933,4,30,14,0,0,44,4,4,0,3,0,4,0,0,0,0,0
"Jawaharlal Nehru Medical College, Bhagalpur",Bihar,Govt,MD GENERAL MEDICINE,10915,1813,150,142,0,34,59012,3418,24339,202,11361,753,663,209,49,0,0,0
"Jawaharlal Nehru Medical College, Bhagalpur",Bihar,Govt,MD PAEDIATRICS,2706,619,100,97,0,17,5430,201,1203,11,56,173,62,5,8,0,0,0
"Jawaharlal Nehru Medical College, Bhagalpur",Bihar,Govt,MD PSYCHIATRY,1912,47,30,27,0,0,23,5,13,1,2,0,6,11,5,0,0,0
"Jawaharlal Nehru Medical College, Bhagalpur",Bihar,Govt,MS ENT,3167,56,30,26,2,0,88,8,15,2,13,55,6,33,10,0,0,0
"Jawaharlal Nehru Medical College, Bhagalpur",Bihar,Govt,MS GENERAL SURGERY,5726,836,150,131,84,91,19160,3374,17767,17,2067,482,409,182,29,0,0,0
